,name,Date,value_to_predict
516,AMZN,2002-08-28,0.032270762523804
517,AMZN,2002-08-29,0.110849547127297
518,AMZN,2002-08-30,0.1783701659764162
519,AMZN,2002-09-03,0.2709903713833232
520,AMZN,2002-09-04,0.3219342940537957
521,AMZN,2002-09-05,0.3886203978440672
522,AMZN,2002-09-06,0.4777903079380057
523,AMZN,2002-09-09,0.5510895951195884
524,AMZN,2002-09-10,0.5967367721214643
525,AMZN,2002-09-11,0.6313678028596819
526,AMZN,2002-09-12,0.6653366199566784
527,AMZN,2002-09-13,0.6925000979989899
528,AMZN,2002-09-16,0.7339197480358054
529,AMZN,2002-09-17,0.7714910378792199
530,AMZN,2002-09-18,0.771261432832123
531,AMZN,2002-09-19,0.7762754399491923
532,AMZN,2002-09-20,0.7811886900852125
533,AMZN,2002-09-23,0.798351717945788
534,AMZN,2002-09-24,0.8010282299249871
535,AMZN,2002-09-25,0.7976947715859437
536,AMZN,2002-09-26,0.7968640715924612
537,AMZN,2002-09-27,0.8075544547577569
538,AMZN,2002-09-30,0.8100428216008437
539,AMZN,2002-10-01,0.8061969548935818
540,AMZN,2002-10-02,0.8084351910809916
541,AMZN,2002-10-03,0.8022543884280084
542,AMZN,2002-10-04,0.7912193254342595
543,AMZN,2002-10-07,0.7769783830404484
544,AMZN,2002-10-08,0.7564236420893736
545,AMZN,2002-10-09,0.7370111873135884
546,AMZN,2002-10-10,0.7262004830986698
547,AMZN,2002-10-11,0.7392364700959879
548,AMZN,2002-10-14,0.7252863764574745
549,AMZN,2002-10-15,0.7476743338882719
550,AMZN,2002-10-16,0.7368049438373203
551,AMZN,2002-10-17,0.7320022008281929
552,AMZN,2002-10-18,0.7050791861469259
553,AMZN,2002-10-21,0.6864202020816879
554,AMZN,2002-10-22,0.6768665829139657
555,AMZN,2002-10-23,0.6580224200544226
556,AMZN,2002-10-24,0.661311131969359
557,AMZN,2002-10-25,0.6737648932433974
558,AMZN,2002-10-28,0.688824530862422
559,AMZN,2002-10-29,0.7025449336291045
560,AMZN,2002-10-30,0.6766940361695009
561,AMZN,2002-10-31,0.6645198069677455
562,AMZN,2002-11-01,0.6268733692543257
563,AMZN,2002-11-04,0.6192997346070059
564,AMZN,2002-11-05,0.6396399817426771
565,AMZN,2002-11-06,0.6753323206406416
566,AMZN,2002-11-07,0.7259138578899886
567,AMZN,2002-11-08,0.73966530522408
568,AMZN,2002-11-11,0.7387697956926624
569,AMZN,2002-11-12,0.719085907681725
570,AMZN,2002-11-13,0.7032781372590147
571,AMZN,2002-11-14,0.6937056235763939
572,AMZN,2002-11-15,0.6962444888577733
573,AMZN,2002-11-18,0.6932159219788243
574,AMZN,2002-11-19,0.6875833892288625
575,AMZN,2002-11-20,0.6312694920884542
576,AMZN,2002-11-21,0.580055815481325
577,AMZN,2002-11-22,0.5419584884829256
578,AMZN,2002-11-25,0.4937554515400891
579,AMZN,2002-11-26,0.4313904802816557
580,AMZN,2002-11-27,0.4081272662734216
581,AMZN,2002-11-29,0.3367382803580745
582,AMZN,2002-12-02,0.2743050441881422
